Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
0,000007E8,false,Rx,0,8,04,41,44,37,88,00,00,00
0,000007DF,false,Rx,0,8,02,01,0D,00,00,00,00,00
0,000007E8,false,Rx,0,8,03,41,0D,00,00,00,00,00
0,000007E9,false,Rx,0,8,03,41,0D,00,00,00,00,00
0,000007DF,false,Rx,0,8,02,01,10,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,41,10,00,51,00,00,00
0,000007DF,false,Rx,0,8,02,01,44,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,41,44,37,88,00,00,00
0,000007DF,false,Rx,0,8,02,01,0D,00,00,00,00,00
0,000007E8,false,Rx,0,8,03,41,0D,00,00,00,00,00
0,000007E9,false,Rx,0,8,03,41,0D,00,00,00,00,00
0,000007DF,false,Rx,0,8,02,01,10,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,41,10,00,52,00,00,00
0,000007DF,false,Rx,0,8,02,01,44,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,41,44,37,88,00,00,00
0,000007DF,false,Rx,0,8,02,01,0D,00,00,00,00,00
0,000007E8,false,Rx,0,8,03,41,0D,00,00,00,00,00
0,000007E9,false,Rx,0,8,03,41,0D,00,00,00,00,00
0,000007DF,false,Rx,0,8,02,01,10,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,41,10,00,51,00,00,00
0,000007DF,false,Rx,0,8,02,01,44,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,41,44,37,88,00,00,00
0,000007DF,false,Rx,0,8,02,01,0D,00,00,00,00,00
0,000007E8,false,Rx,0,8,03,41,0D,00,00,00,00,00
0,000007E9,false,Rx,0,8,03,41,0D,00,00,00,00,00
0,000007DF,false,Rx,0,8,02,01,10,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,41,10,00,52,00,00,00
0,000007DF,false,Rx,0,8,02,01,44,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,41,44,37,88,00,00,00
0,000007DF,false,Rx,0,8,02,01,0D,00,00,00,00,00
0,000007E8,false,Rx,0,8,03,41,0D,00,00,00,00,00
0,000007E9,false,Rx,0,8,03,41,0D,00,00,00,00,00
0,000007DF,false,Rx,0,8,02,01,10,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,41,10,00,51,00,00,00
0,000007DF,false,Rx,0,8,02,01,44,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,41,44,37,88,00,00,00
0,000007DF,false,Rx,0,8,02,01,0D,00,00,00,00,00
0,000007E8,false,Rx,0,8,03,41,0D,00,00,00,00,00
0,000007E9,false,Rx,0,8,03,41,0D,00,00,00,00,00
0,000007DF,false,Rx,0,8,02,01,10,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,41,10,00,51,00,00,00
0,000007DF,false,Rx,0,8,02,01,44,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,41,44,37,88,00,00,00
0,000007DF,false,Rx,0,8,02,01,0D,00,00,00,00,00
0,000007E8,false,Rx,0,8,03,41,0D,00,00,00,00,00
0,000007E9,false,Rx,0,8,03,41,0D,00,00,00,00,00
0,000007DF,false,Rx,0,8,02,01,10,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,41,10,00,51,00,00,00
0,000007DF,false,Rx,0,8,02,01,44,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,41,44,37,88,00,00,00
